Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Participant,Color,Tracking Ratio [%],Category Group,Index Right,Index Left,Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Name Left,AOI Group Left,AOI Scope Left,AOI Order Binocular,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content,groupe d'enfants,Pupil Diameter Right [mm],Pupil Diameter Left [mm]
42853,619494.131,13:34:23:119,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,8,6,708.9746560865974,363.6288530440014,709.5885107832819,369.63388915615235,-,-,-,-,-,-,-,-,0.1723,0.4314,-0.8855,0.1479,0.4003,-0.9044,0,-,-,-,-,-,-,-,-,,,
42857,619560.911,13:34:23:186,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,9,6,722.4329267420065,361.5621408290881,731.33418292373,366.0104970004598,-,-,-,-,-,-,-,-,0.1808,0.4297,-0.8847,0.1522,0.3987,-0.9043,0,-,-,-,-,-,-,-,-,,,
42861,619627.691,13:34:23:253,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,9,6,737.4028998566839,355.94475876466356,748.6821221898844,364.69594727575804,-,-,-,-,-,-,-,-,0.1908,0.4284,-0.8832,0.1457,0.3977,-0.9059,0,-,-,-,-,-,-,-,-,,,
42865,619694.471,13:34:23:320,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,10,6,747.7048625666449,355.65533908691776,760.3943567478661,363.8860977588311,-,-,-,-,-,-,-,-,0.1927,0.4292,-0.8824,0.1473,0.3979,-0.9055,0,-,-,-,-,-,-,-,-,,,
42869,619761.251,13:34:23:386,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,10,7,695.8736382090127,353.8336217899888,718.6198574370677,361.52934160432864,-,-,-,-,-,-,-,-,-0.0273,0.4422,-0.8965,-0.0187,0.4176,-0.9084,0,-,-,-,-,-,-,-,-,,,
42873,619828.031,13:34:23:453,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,10,7,652.6732160392008,351.67711743622965,685.7929448777954,357.8208328737271,-,-,-,-,-,-,-,-,-0.0299,0.4446,-0.8952,-0.0166,0.4188,-0.9079,0,-,-,-,-,-,-,-,-,,,
42877,619894.805,13:34:23:520,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,10,1,625.5099638235457,356.3374608548659,578.4419035694517,330.9584152967501,-,-,-,-,-,-,-,-,-0.0404,0.4037,-0.914,0,0,0,0,-,-,-,-,-,-,-,-,,,
42881,619961.574,13:34:23:587,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,-,1,533.1837264512579,330.76308855625956,497.8826812606874,310.87498786552044,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
42885,620028.342,13:34:23:654,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,11,8,527.0837720841354,329.70933668982383,497.9167597805375,317.19657558067854,-,-,-,-,-,-,-,-,-0.0655,0.4657,-0.8825,-0.0804,0.4552,-0.8867,0,-,-,-,-,-,-,-,-,,,
42889,620095.111,13:34:23:720,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,12,8,525.984808146168,335.33879853582687,500.4497324362418,321.29907670101625,-,-,-,-,-,-,-,-,-0.046,0.4271,-0.903,-0.0686,0.4165,-0.9065,0,-,-,-,-,-,-,-,-,,,
42893,620161.88,13:34:23:787,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,12,7,520.8986036667183,338.4856725090692,501.96167905812285,329.4824910270997,-,-,-,-,-,-,-,-,-0.0416,0.4242,-0.9046,-0.0604,0.4106,-0.9098,0,-,-,-,-,-,-,-,-,,,
42897,620228.643,13:34:23:854,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,12,9,518.6707539597161,342.6584395804264,511.21842901989316,331.42243369819624,-,-,-,-,-,-,-,-,-0.0339,0.4217,-0.9061,-0.0686,0.4045,-0.912,0,-,-,-,-,-,-,-,-,,,
42901,620295.407,13:34:23:921,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,-,8,522.6737068861651,355.84284888145686,538.0509424905744,348.6694748189335,-,-,-,-,-,-,-,-,0.0096,0.3618,-0.9322,0.0224,0.3211,-0.9468,0,-,-,-,-,-,-,-,-,,,
42905,620362.171,13:34:23:987,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,-,10,536.5076908934835,361.7844233170278,568.8999645984208,362.7004130203981,-,-,-,-,-,-,-,-,0.0078,0.3615,-0.9323,0.0405,0.3162,-0.9478,0,-,-,-,-,-,-,-,-,,,
42909,620428.934,13:34:24:054,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,12,10,561.3412480843368,373.80250563123826,582.7749198770381,372.3971519005436,-,-,-,-,-,-,-,-,0.0626,0.3217,-0.9448,0.0522,0.3008,-0.9522,0,-,-,-,-,-,-,-,-,,,
42913,620495.698,13:34:24:121,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,13,10,564.0145433895019,377.8980444765096,606.7307759687492,380.55085060199235,-,-,-,-,-,-,-,-,0.0118,0.3469,-0.9378,0.0463,0.3024,-0.952,0,-,-,-,-,-,-,-,-,,,
42917,620562.462,13:34:24:188,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,13,9,538.2716823474752,405.407870854099,566.5218796300354,404.36551305734906,-,-,-,-,-,-,-,-,-0.098,0.1763,-0.9795,-0.1237,0.1629,-0.9788,0,-,-,-,-,-,-,-,-,,,
42921,620629.226,13:34:24:254,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,14,11,505.1902067765577,432.2313610905047,523.1854042812766,426.89713328873995,-,-,-,-,-,-,-,-,-0.1422,0.1293,-0.9814,-0.1772,0.1145,-0.9775,0,-,-,-,-,-,-,-,-,,,
42925,620695.989,13:34:24:321,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,14,11,474.415024460018,452.0003341147087,493.3395695168125,443.0641471510678,-,-,-,-,-,-,-,-,-0.1466,0.128,-0.9809,-0.1787,0.1147,-0.9772,0,-,-,-,-,-,-,-,-,,,
42929,620762.757,13:34:24:388,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,419.7697672894995,402.4865277880748,433.9631760820954,394.9305710431918,-,-,-,-,-,-,-,-,-0.22,0.0293,-0.9751,-0.258,-0.0147,-0.966,0,-,-,-,-,-,-,-,-,,,
42933,620829.525,13:34:24:455,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,378.8379134314178,365.3641746218405,389.4829700258648,358.84339054102605,-,-,-,-,-,-,-,-,-0.2198,0.034,-0.9749,-0.262,-0.0023,-0.9651,0,-,-,-,-,-,-,-,-,,,
42937,620896.293,13:34:24:522,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,348.15239496972816,337.5567967668473,356.13618741556337,331.81239218408416,-,-,-,-,-,-,-,-,-0.2155,0.0271,-0.9761,-0.2606,-0.0017,-0.9654,0,-,-,-,-,-,-,-,-,,,
42941,620963.061,13:34:24:588,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,325.15466486635034,316.6970041809835,331.14250920072675,311.5348842217589,-,-,-,-,-,-,-,-,-0.354,-0.0084,-0.9352,0,0,0,0,-,-,-,-,-,-,-,-,,,
42945,621029.833,13:34:24:655,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,307.9566482822826,301.0154662106546,312.4475315330649,296.29005971908384,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
42949,621096.613,13:34:24:722,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,295.0159143826365,289.25498255817905,298.38407682072324,284.85711116734865,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
42953,621163.393,13:34:24:789,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,285.2721535205183,280.4128909194457,287.7982753490833,276.26067085417066,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
42957,621230.174,13:34:24:855,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,278.0065335129451,273.7715614267857,279.9011248843689,269.80357985567707,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
42961,621296.954,13:34:24:922,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,272.5279419187555,268.77387758359686,273.9488854473234,264.9440748831131,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
42965,621363.735,13:34:24:989,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,268.43974023470736,265.0256704608412,269.5054478811332,261.2995019133261,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
42969,621430.515,13:34:25:056,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,265.3824855688219,262.2197596030293,266.1817663036413,258.5713166702406,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
42973,621530.688,13:34:25:156,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,263.1499379794255,260.079849756219,263.74939853054,256.4897010344753,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
42977,621597.47,13:34:25:223,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,261.520641963587,258.51003183727397,261.97023737692285,254.96360377381382,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
42981,621664.253,13:34:25:289,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,260.345099194989,257.3544738241707,260.682295754991,253.84083625442338,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
42985,621731.036,13:34:25:356,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,259.4133963604586,256.46082946833155,259.6662937804601,252.9717847688687,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
42989,621797.819,13:34:25:423,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,258.73518545877033,255.79798136081814,258.9248585237714,252.3273813140687,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
42993,621864.601,13:34:25:490,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,258.2583211822723,255.36104141151543,258.4005759810231,251.9042748543011,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
42997,621931.384,13:34:25:557,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,257.9004611351804,255.0376805761896,258.0071522342435,251.59128913612653,-,-,-,-,-,-,-,-,0,0,0,-0.4541,0.5697,-0.685,0,-,-,-,-,-,-,-,-,,,
43001,621998.167,13:34:25:623,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,257.6139192332603,254.7958308618562,257.6939375575576,251.35722075965663,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
43005,622064.949,13:34:25:690,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,257.3952651868229,254.57901946074173,257.45527893004595,251.1462453619397,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
43009,622131.732,13:34:25:757,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,257.2575104267854,254.39708794927907,257.3025207342027,250.96869085302535,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
43013,622198.515,13:34:25:824,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,257.1166143073305,254.26413513328322,257.1503720378935,250.83902078894062,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
43017,622265.298,13:34:25:891,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,257.0643183541309,254.17988182623412,257.08963665205306,250.75722954582483,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
43021,622332.08,13:34:25:957,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,256.96931688180433,254.10282037170947,256.988305605246,250.68201463925027,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
43025,622398.868,13:34:26:024,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,256.8777864176206,254.04794612231444,256.8920279602018,250.62852530081773,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
43029,622482.357,13:34:26:108,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,256.77279539330243,254.04650979796776,256.7834765502384,250.62812765969295,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
43033,622549.149,13:34:26:174,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,256.6948759248597,254.04930245204292,256.7028867925617,250.6316993261845,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
43037,622615.941,13:34:26:241,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,256.62140744380196,254.07991185046563,256.6274155945784,250.6628929839195,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
43041,622699.43,13:34:26:325,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,256.6056795263168,254.09961374776407,256.61018563939916,250.68303307570216,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
43045,622766.222,13:34:26:391,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,256.58740966293544,254.14144890725981,256.5907892477472,250.7251968810611,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
43049,622849.712,13:34:26:475,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,256.58317926954743,254.1860684766171,256.58571395815625,250.77006293481577,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
43053,622916.503,13:34:26:542,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,256.57637696544833,254.1994316174305,256.578277981905,250.7836109389272,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
43057,622983.295,13:34:26:609,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,256.5619652411215,254.18373908110232,256.56339100346395,250.76805705007257,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
43061,623050.087,13:34:26:675,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,256.5572323805535,254.2048375489494,256.55830170231036,250.78925950352482,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
43065,623116.879,13:34:26:742,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,256.5144515477284,254.2362393269098,256.51525353904606,250.82073927068905,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
43069,623183.67,13:34:26:809,Trial021,neutre visage gris.jpg,24,DarkBlue,53.6387,Eye,2,2,256.453825668973,254.23528980646142,256.4544271624613,250.81984824214356,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
60522,623601.119,13:34:27:227,Trial022,vole triste vs joie1.avi,24,DarkBlue,82.8136,Eye,1,1,256.3751831584886,254.23373114125496,256.37563427860476,250.8183334458643,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
60526,623667.91,13:34:27:293,Trial022,vole triste vs joie1.avi,24,DarkBlue,82.8136,Eye,1,1,256.3256224513316,254.24765457686686,256.3259607914187,250.83228978317157,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
60530,623734.702,13:34:27:360,Trial022,vole triste vs joie1.avi,24,DarkBlue,82.8136,Eye,1,1,256.292841390131,254.20848124888317,256.2930951451964,250.79314113145938,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
60534,623801.494,13:34:27:427,Trial022,vole triste vs joie1.avi,24,DarkBlue,82.8136,Eye,1,1,256.274900041658,254.18486254614976,256.2750903579569,250.76954093592963,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
60538,623868.285,13:34:27:494,Trial022,vole triste vs joie1.avi,24,DarkBlue,82.8136,Eye,1,1,256.2626056320229,254.18450673664097,256.2627483692471,250.76919900682356,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
60542,623935.077,13:34:27:561,Trial022,vole triste vs joie1.avi,24,DarkBlue,82.8136,Eye,1,1,256.26578518513895,254.18577483769218,256.2658922380571,250.77047751817685,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
60546,624001.869,13:34:27:627,Trial022,vole triste vs joie1.avi,24,DarkBlue,82.8136,Eye,1,1,256.2555055461053,254.20574159133974,256.25558583579397,250.79045207955096,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
60550,624068.661,13:34:27:694,Trial022,vole triste vs joie1.avi,24,DarkBlue,82.8136,Eye,1,1,256.2436591391582,254.1955765385564,256.2437193564246,250.78029288256255,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
60554,624135.452,13:34:27:761,Trial022,vole triste vs joie1.avi,24,DarkBlue,82.8136,Eye,1,1,256.24643833620786,254.2350287121896,256.24648349915776,250.81974944804188,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
60558,624202.244,13:34:27:828,Trial022,vole triste vs joie1.avi,24,DarkBlue,82.8136,Eye,1,1,256.2263612943223,254.19067900749064,256.2263951665347,250.77540303722753,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,
