Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Participant,Color,Tracking Ratio [%],Category Group,Index Right,Index Left,Pupil Diameter Right [mm],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Group Left,AOI Scope Left,AOI Order Binocular
39646,11731299.983,12:49:20:453,Trial001,1coucou G.jpg,40,DeepSkyBlue,100.0,Eye,3,3,,,614.8548443734696,332.76384902859184,613.7455457407656,364.7460359530429,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39649,11731359.727,12:49:20:513,Trial001,1coucou G.jpg,40,DeepSkyBlue,100.0,Eye,3,3,,,619.8450109421541,337.15812639741915,624.1618642544486,366.01157359157224,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39652,11731419.354,12:49:20:572,Trial001,1coucou G.jpg,40,DeepSkyBlue,100.0,Eye,3,3,,,624.6902066080825,329.88417359484794,629.7790205550889,401.88379456906756,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39655,11731478.973,12:49:20:632,Trial001,1coucou G.jpg,40,DeepSkyBlue,100.0,Eye,4,4,,,632.2561011073032,383.27414806138984,630.9328855459337,362.44215079042885,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39658,11731538.727,12:49:20:692,Trial001,1coucou G.jpg,40,DeepSkyBlue,100.0,Eye,4,4,,,635.942893615957,345.15762317057266,637.0072667416808,424.62434101194174,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39661,11731598.353,12:49:20:751,Trial001,1coucou G.jpg,40,DeepSkyBlue,100.0,Eye,4,4,,,638.5034024140319,370.66606012237213,645.9886854460339,376.2432715628177,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39664,11731658.096,12:49:20:811,Trial001,1coucou G.jpg,40,DeepSkyBlue,100.0,Eye,4,4,,,637.7214589675149,350.89988412628196,649.0283539292158,384.1674189854293,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39667,11731717.727,12:49:20:871,Trial001,1coucou G.jpg,40,DeepSkyBlue,100.0,Eye,4,4,,,646.3122585614213,374.03470206946736,647.4283241748437,395.06095451854645,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39670,11731777.344,12:49:20:930,Trial001,1coucou G.jpg,40,DeepSkyBlue,100.0,Eye,4,4,,,644.7911141400871,344.23487571441757,652.760082247078,310.1667441153721,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39673,11731837.1,12:49:20:990,Trial001,1coucou G.jpg,40,DeepSkyBlue,100.0,Eye,4,4,,,644.8635744713422,358.899335114189,658.6859837085615,323.7535779586976,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
